명칭,우편번호,주소,위도,경도,개요,문의 및 안내,개장일,쉬는날,이용시간,주차시설,시설정보
관음사(제주),63244,제주특별자치도 제주시 산록북로 660(아라일동),33.4237615317,126.5581440803,"한라산 650m 기슭에 자리한 대한불교 조계종 제23교구 본사 관음사는 제주의 30여 사찰을 관장하는 제주불교의 중심이다. 그 힘의 근원은 제주의 불교역사에서 찾을 수 있다. 제주의 여러 신화, 전설, 민담을 통해 괴남절(제주 방언으로 관음사), 개남절, 동괴남절, 은중절이라고 전해지며 고려 성종 때 지리서인 <신증동국여지등람>에 관음사의 기록이 남아있고, 조선시대에도 존재했던 것으로 알려져 있다. 조선이 유교를 숭상하여 1702년 이형상 목사에 의해 제주 지역 사찰이 전부 훼철되고 관음사도 사라지게 되었다. 200년의 명맥불교를 유지하다가 1908년 안봉려관 스님에 의해 중창되었다. 스님은 지역의 반대에 부딪히면서도 해월굴에서 3년간 관음기도를 드리며 법당과 요사를 완공했다. 뒤이어 통영 영화사 등지에서 불상과 탱화를 모셔 와 사찰의 모습을 갖추게 되었다. 절의 외형을 갖추는 불사가 일단락되자, 제주 중심지인 중앙로에 시내 포교당인 대각사를 세워 제주 도민과 함께 호흡하는 적극적인 포교활동을 펼쳤다. 이에 따라 오랜 시간 맥이 끊겼던 제주의 불교가 관음사를 중심으로 살아나기 시작했다. 그러나 1939년 불이나 대웅전 등이 모두 불타 없어졌고, 이어 1948년 제주 4·3사건 당시 관음사의 위치가 전략적 요충지였기 때문에 토벌대와 입산 무장대가 관음사를 중심으로 서로 첨예하게 대치하는 과정에서 모든 전각이 소실되었다. 한라산이 입산 금지가 풀리면서 지난 1969년부터 대웅전을 시작으로 선방, 영산전, 해월각, 사천왕문, 일주문, 종각 등을 다시 지어 지금의 모습을 갖게 됐다. 관음사에서는 템플스테이 체험이 이루어지고 있으며 교원 직무연수교육, 달빛 동동(걷기 치유 명상), 토요 명상여행, 행복 명상&힐링, 만다라 체험 등을 운영하고 있다. ◎ 한류의 매력을 만나는 여행 정보 - 드라마 <이상한 변호사 우영우> 우영우 일행이 제주행을 떠난 이유는 황지사라는 이름의 사찰에 엮인 사건 때문이었다. 그런데 이 사찰, 예뻐도 너무 예뻐 많은 시청자가 촬영지를 궁금해했는데 이곳의 실제 이름은 ‘관음사’이다. ‘관음사’는 제주의 30여 사찰을 관장하는 제주 불교의 중심이 되는 사찰이다. 연등이 걸려 있는 하늘부터 마음을 정화하는 사찰, 해월궁 등 볼거리가 많은 장소이다.",064-724-6830,,연중무휴,,가능(소형 60대 / 대형 6대),화장실있음
산방굴사(제주),63528,제주특별자치도 서귀포시 안덕면 산방로 218-12,33.2372560486,126.3133472902,"온통 절벽으로 이루어진 산방산 중턱에 영주 10경 중에 하나이며 명승인 산방굴사가 자리하고 있다. 안덕면 사계리에 있는 산방산(395m)은 유동성이 적은 조면암질 안산암으로 이루어진 전형적인 종상화산이다. 제주의 많은 오름들과는 달리 정상부에 분화구가 없다. 형성 시기는 대략 70∼80만 년 이전이며 산 중턱에 방이 있어서 산방산이다. 해발 150m에 있는 이 방은 해식동굴인데 여기를 산방굴이라 부르며 맨 안쪽에 불상을 모시고, 예로부터 산방굴사라고 하였다. 창건 시기는 고려시대라고 알려져 있으며 고려시대의 시승으로 알려진 고승 혜일이 수도했다고 하며, 선사들이 머물다가 간 유서 깊은 곳이기도 하다. 혜일이 모셨던 것으로 알려진 석불은 일제강점기 때 일본인이 가져갔다고 전하며 귀양 왔던 추사 김정희가 즐겨 찾던 곳이기도 하다. 1960년경에 다시 석불좌상을 모신 것을 계기로, 1985년부터는 동굴 안에 지금의 석불좌상을 모셨다. 굴의 천정에서 계속적으로 물이 떨어지는데 이를 산방덕이의 눈물이라고 부른다. 산방굴의 여신인 산방덕이 인간으로 태어나서 고성목이라는 속세의 인간과 결혼하여 행복하게 살았는데 고을의 벼슬아치가 그녀의 미모에 빠져 남편을 잡아가자 다시 산방굴로 들어가 바위로 굳어 버렸다고 한다. 지금도 산방굴에는 산방덕이 변해서 된 바위 밑으로 한줄기의 물이 쉬지 않고 떨어지며 작은 샘을 이루고 있는데 그 물줄기는 산방덕이 인간 세상에서 사랑했던 고성목을 그리워하며 스스로 기막힌 운명과 현세의 고해를 비탄하여 흘리는 눈물이라 전한다. 굴 밖에는 형제섬, 가파도, 한국 최남단 영토 마라도와 용머리 해안의 경관이 눈부시게 아름답다. 또 산방산 휴게소에서 10여 분 걸어가면 산방산 앞에 바닷가를 마주할 수 있다. 이곳을 용머리 해안이라 부르는데 용이 머리를 들고 바다로 들어가는 모습에서 용머리라 불린다. 지형이 신비롭고 독특해서 산방산이나 산방굴사를 찾는 관광객들이 이어서 용머리해안을 함께 들른다.",064-794-2940,,연중무휴,09:00~18:00(매표마감 17:20),가능,"주차가능,화장실있음"
모충사,63307,제주특별자치도 제주시 건입동1427-13,33.5161427755,126.5455208585,"제주시 건입동 사라봉 공원 안에 있는 모충사는 1977년 1월 11일 내외도민 17만 명이 성금을 모아서 세운 사당으로 일제강점기 조국의 독립을 위해 순국한 열사들의 충성스러운 마음을 사모한다는 뜻으로 모충사라 이름 지었다. 모충사에는 높은 탑이 3개가 세워져 있다. 모충사 입구 정면에 있는 의병항쟁기념탑을 중심으로 왼쪽에는 순국지사조봉호기념비, 오른쪽에는 김만덕할망기념탑이 세워져 있고, 이 탑들을 돌아볼 수 있는 숲길이 아름답게 정돈되어 있다. 마을 주민과 관광객이 제주의 역사를 돌아보며 쉬어갈 수 있는 산책코스로 추천한다.",064-722-0614,,연중무휴,,있음(소형 30대),화장실있음
관덕정(제주),63166,제주특별자치도 제주시 관덕로 19(삼도이동),33.513295493,126.5219701925,"제주도내에서 가장 오래된 건축물 중의 하나인 보물 관덕정은 조선 시대 세종 30년(1448)에 목사 신숙청이 사졸들을 훈련시키고 상무 정신을 함양할 목적으로 이 건물을 세웠다. 관덕정이란 이름은 [사이관덕]이란 문구에서 나온 것으로 활을 쏘는 것은 평화시에는 심신을 연마하고 유사시에는 나라를 지키는 까닭에 이를 보는 것은 덕행으로 태어난 곳이다. 대들보에는 십장생도, 적벽대첩도, 대수렵도 등의 격조 높은 벽화가 그려져 있고, 편액은 안평대군의 친필로 전해오고 있다.",064-740-6711,,,09:00~18:00,,화장실있음
산천단곰솔,63244,제주특별자치도 제주시 516로 3041-24(아라일동),33.4476699442,126.5547604989,"제주시의 곰솔은 제주시에서 서귀포시로 향하는 제1횡단도로를 따라 8㎞ 정도 가면 나타나는 산천단이라는 곳에 군락을 이룬다. 원래 이곳에는 곰솔이 9그루 있었는데, 1965년 벼락을 맞아 1그루가 고사하고 8그루만 남아 있다. 높이는 21∼30m로 4그루가 30m, 3그루가 25m이며 가슴 높이 둘레는 3.4∼6m, 수관 너비는 12∼24m이다. 수령은 500∼600년으로 추정된다. 현재까지 알려진 제주도의 수목 중에서는 가장 크며, 생육 상태는 대체로 양호한 편이나 몇 그루는 풍해로 가지들이 한쪽으로 치우쳐 생장하고 있다. 이들 곰솔 틈에서는 예덕나무, 팽나무, 쥐똥나무, 뽕나무 등이 자란다.",064-710-6655,,연중무휴,하절기 08:30~18:00 / 동절기 09:00~17:30,가능,화장실있음
무수천,63060,제주특별자치도 제주시 애월읍 무수천길(애월읍) 일대,33.4627665614,126.4470472947,"무수천은 한라산 고지대에서 발원하여 외도 앞바다로 흘러드는 약 25km의 긴 하천으로, 경관이 워낙 빼어나 계곡에 들어서면 모든 근심 걱정이 사라진다는 의미를 가지고 있다. 오래된 화산이 분출하면서 용암이 흘러간 자리가 그대로 협곡이 되어버린 무수천은 기묘한 여러 형상들이 눈길을 끈다. 무수천 8경을 선정할 정도로 오랜 세월 비경을 자랑하고 있으며, 계곡을 따라 하류로 내려가면 작은 폭포가 이어진다.",제주관광정보센터 064-740-6000,,,,,
방선문,63147,제주특별자치도 제주시 오라이동39-1,33.4542936092,126.5169053039,"제주시를 관통하는 한천 상류 약 6km 지점에 효성이 지극한 나뭇꾼이 신선을 만났다는 전설을 가진 방선문(訪仙門)이 있다. 전설에 의하면 방선문은 신선세계로 통하는 문으로 신선세계와 인간세계의 경계로, 옛날 백록담에서는 매년 복날이면 하늘에서 선녀들이 내려와 목욕을 했는데 이때마다 한라산 산신은 방선문 밖 인간세계로 나와 선녀들이 하늘로 돌아갈 때까지 머물러 있어야만 했었다. 그런데 어느 복날 미처 방선문으로 내려오지 못한 한라산 산신이 선녀들이 목욕하는 모습을 훔쳐보고 말았고, 이에 격노한 옥황상제가 한라산 산신을 하얀 사슴으로 만들어 버렸다고 한다. 그 뒤 한라산 산신은 매년 복날이면 백록담에 올라가 슬피 울었고, 하얀 사슴의 연못이라는 백록담의 이름은 이 전설에서 유래한 것이다. 또한, 방선문 일대는 한국 고전문학 중 해학소설의 백미이자 판소리 열두마당의 하나인'배비장전'의 무대이기도 하다. 예부터 제주에 부임한 목사를 비롯한 지방관리뿐만 아니라 유배인까지 많은 선인들이 이곳에서 풍류를 즐겼고, 방선문 곳곳에는 그들이 남긴 마애명이 많이 남아 있는데'訪仙門' ,'登瀛丘'등을 비롯해 50여개의 마애명이 남아있다. 철따라 아름다운 경치를 자아내지만 특히 봄철의 진달래꽃은 영주 12경의 하나로 꼽힐만큼 아름답다. 부근에는 높이 10m, 너비 30~50m의 오등동계곡이 있어 한결 운치를 더해준다.",제주관광정보센터 064-740-6000<br> 제주시 관광정책과 064-710-3314<br> 제주시 녹색환경과 064-728-2742<br>,,,,주차 가능,화장실있음
비자림,63351,제주특별자치도 제주시 구좌읍 비자숲길 55,33.4862530625,126.8074904603,"천연기념물로 지정보호하고 있는 비자림은 448,165㎡의 면적에 500∼800년생 비자나무 2,800여 그루가 밀집하여 자생되고 있다. 나무의 높이는 7∼14m, 직경은 50∼110㎝ 그리고 수관폭은 10∼15m에 이르는 거목들이 군집한 세계적으로 보기 드문 비자나무 숲이다. 예부터 비자나무 열매인 비자는 구충제로 많이 쓰였고, 나무는 재질이 좋아 고급가구나 바둑판을 만드는 데 사용되어 왔다. 비자림은 나도풍란, 풍란, 콩짜개란, 흑난초, 비자란 등 희귀한 난과식물의 자생지이기도 하다. 녹음이 짙은 울창한 비자나무 숲 속의 삼림욕은 혈관을 유연하게 하고 정신적, 신체적 피로해소와 인체의 리듬을 되찾는 자연 건강 휴양효과가 있다. 또한 주변에는 자태가 아름다운 기생화산인 월랑봉, 아부오름, 용눈이오름 등이 있어 빼어난 자연경관을 자랑하고 있을 뿐만 아니라 가벼운 등산이나 운동을 하는데 안성맞춤인 코스이며 특히 영화 촬영지로서 매우 각광을 받고 있다.",064-710-7912,,연중무휴,09:00~18:00 (입장마감 17:00),가능,"주차가능,화장실있음"
산굼부리,63346,제주특별자치도 제주시 조천읍 비자림로 768,33.4323127375,126.6928183084,"산굼부리는 천연기념물로 둘레가 2km가 넘는 화구이다. 제주도에는 360여 개의 기생화산이 분포되어 있지만 이곳 산굼부리를 제외한 다른 화산은 모두 대접을 엎어놓은 듯한 분화구의 형태이고, 산굼부리 분화구만은 제주도에서 유일하게 용암이나 화산재의 분출 없이 폭발이 일어나 그곳에 있던 암석을 날려 그 구멍만이 남게 된 것이다. 이러한 화산을 마르(Maar)라고 부르는데 한국에는 하나밖에 없는 세계적으로도 아주 희귀한 화산이다. 특히, 산굼부리 밑바닥에는 틈이 많아서 물이 모두 스며들기 때문에 이 화구 안에는 식물의 생태계가 특이하게 분포되어 있다. 분화구의 내부높이에 따라 온대와 난대지역이 형성되어 있고 태양이 비치는 일사량과 일조시간에 따라 다양한 분포를 이루고 있다. 즉, 햇볕이 잘 드는 북쪽벼랑은 난대지역을 이뤄서 붉가시나무를 비롯해서 후박나무, 구실잣밤나무, 센달나무 등 상록활엽수군이 형성되어 있으며, 그 아래층에는 금새우란과 같은 희귀 식물과 자금우, 겨울딸기 등이 분포되어 있다. 또한, 햇볕이 잘 들지 않는 남쪽벼랑에는 북쪽과는 판이한 분포를 이루는 상수리나무를 비롯하여 졸창나무, 산딸나무, 단풍나무, 곰솔등 온대성낙엽수 군락이 진을 치고 있다. 뿐만 아니라, 다른 곳에서는 보기 힘든 왕쥐똥나무군락을 비롯해서 상산 군락, 제주조릿대군락, 복수초군락, 변산바람꽃군락등이 매우 화려하고 완벽하게 보존되어 있음은 학술적으로도 연구 가치가 매우 높게 평가되고 있다. 그리고 노루와 오소리 등의 포유류를 비롯하여 조류, 파충류 등 야생동물들의 서식처로도 유명하다. 봄에는 분화구 밑바닥에서 구름이 형성돼서 위로 올라가는 모양이 신비에 가까우며, 쑥부쟁이를 비롯한 무룻과 용담, 물매화 등 천연색 꽃과 더불어 이 산굼부리에는 일 년 사시사철 관광객들에게 신비와 아름다움을 보여준다.",064-783-9900,,연중무휴,- 3~6월 / 9~10월 09:00~18:40 (입장마감 18:00)<br> - 7~8월 / 11월~2월 09:00~17:40 (입장마감 17:00)<br> ※ 마감시간은 기후 및 날씨에 따라 변경될 수 있음,가능,화장실있음
송악산,63512,제주특별자치도 서귀포시 대정읍 송악관광로(상모리),33.1994515348,126.2907750868,"산방산(395m)의 남쪽, 가파도가 손에 잡힐 듯 보이는 바닷가에 불끈 솟은 산이 산방산이다. 99개의 작은 봉우리가 모여 일명 99봉이라고도 한다. 남제주군 산방굴사에서 송악산 초입까지는 풍치 좋기로 소문난 해안도로이다. 그 길을 달려 송악산에 이른다. 송악산은 한라산처럼 웅장하거나 산방산처럼 경치가 빼어나지는 않다. 그러나 송악산 정상에 오르면 누구나 감탄사를 토해낸다. 앞으로 가까이 보이는 최남단의 마라도와 가파도, 형제섬, 우뚝 솟은 산방산, 멀리 보이는 한라산, 그리고 끝없는 태평양, 바다를 씻겨온 바람과 능선에 이어지는 푸른 잔디의 풋풋한 감촉 때문이다. 송악산은 그 모양새가 다른 화산들과는 달리 여러 개의 크고 작은 봉우리들이 모여 이루어져 있다. 주봉의 높이는 해발 104m. 이 주봉을 중심으로 하여 서북쪽은 넓고 평평한 초원지대이고 서너 개의 봉우리가 있다. 주봉에는 둘레 500m, 깊이 80m 정도되는 분화구가 있는데 그 속에는 아직도 검붉은 화산재가 남아 있다. 그리고 바닷가 해안 절벽에는 일제 때 일본군이 뚫어 놓은 동굴이 여러 개 있어 지난날의 아픈 역사를 말해주고 있다. 송악산 아래 해안은 감성돔이나 뱅에돔, 다금바리가 많이 잡히는 낚시터로도 유명하다.",제주관광정보센터 064-740-6000,,연중개방,00:00~24:00,주차가능,화장실있음
문섬/섶섬/범섬/새섬,63594,제주특별자치도 서귀포시 남성중로 43 (서홍동)(새섬공원),33.2398207377,126.5582787717,"서귀포 앞바다에는 새섬, 문섬, 범섬, 섶섬은 천연기념물로 지정된 아름다운 섬으로 서귀포해양도립공원에 속해있다. 이 중 문섬, 범섬, 섶섬은 유네스코 생물 보전권 지역으로 등록되었다. 서귀포항에서 이 섬들을 유람선과 잠수함으로 즐길 수 있다. 주변으로 천지연폭포를 비롯한 이중섭미술관, 서귀포 매일올레시장 등 다양한 체험을 할 수 있는 곳도 많다. [새섬] 새섬은 서귀포항 앞바다에 있는 섬으로 새연교와 연결되어 있다. 제주도에는 띠로 엮은 지붕을 많이 볼 수 있는데, 여기에 사용되는 띠풀을 새풀이라고 한다. 새섬은 이 새 풀이 많이 자라서 붙여진 이름이다. 2009년 서귀포항과 새섬을 잇는 새연교가 개통된 이후 도민과 관광객들이 쉽게 새섬을 방문할 수 있게 되었다. 무인도인 새섬은 난대림 보호구역으로 새섬의 생태를 관찰할 수 있을 뿐만 아니라 1.2㎞의 산책로와 광장, 목재 데크로, 자갈길ㆍ숲속 산책로, 테마 포토존 등 다양한 편의시설이 꾸며져 있다. 특히, 새연교가 개통됨에 따라 새섬 도시자연공원을 전면 개방하여 서귀포의 새로운 관광 명소로 떠오르고 있으며, 연주회 등 다양한 행사가 열린다. [문섬] 새섬에서 바다 쪽으로 난 절벽 길 너머에 작은 섬인 문섬은 9만 6833㎡ 크기의 작은 섬으로 전체 모양은 동서 길이가 0.5km, 남북 길이가 0.28km인 긴 타원형이며 60~100%의 급경사를 이루는 단사면의 구조이다. 섬 전체가 수직으로 된 주상 절리가 잘 발달된 조면암질 안산암으로 이루어져 있으나 서쪽에서 남서쪽으로 이르는 지역은 15~20%의 각도를 이루며 누워있는 주상 절리층이 있다. 섬 주위는 해안선을 따라 1.5~2m의 파식대가 발달하고 있으며, 특히 남쪽 해안의 만을 이루는 지역에는 장폭이 21.65m의 파식대는 평균 폭이 10~15m이고 길이가 80m로 제주도에서는 가장 넓다. 해양생태계가 잘 보존돼 스킨스쿠버 포인트로 유명하다. 문섬은 2022년 1월부터 섬 주변 해역도 출입제한 지역으로 지정되어 낚시 및 해상 레저 이용 시에도 반드시 허가가 필요하다. [범섬] 새섬에서 서귀포를 등지고 오른쪽에 호랑이 형상을 닮았다 하여 붙여진 이름 범섬은 면적 8만 4298㎡이며 남북이 0.58km, 동서가 0.45km로 남북이 긴 타원형에 가까운 형태로서, 섬 전체는 단애를 이루고 정상을 이루는 중앙부는 비교적 넓은 평지를 이루고 평지 중앙부 남쪽 가장자리에 용천수가 있다. 역시 스킨스쿠버들 사이에서 유명한 스팟이며 문섬과 범섬은 연산호 군락지로 특별 보호를 받고 있기도 하며 세계적 희귀종인 후박나무가 자라고 있으며 천연기념물인 흑비둘기가 번식하는 남쪽 한계 지역이다. [섶섬] 새섬에서 서귀포를 등지고 왼쪽에 섶섬(숲섬)은 0.1㎢이며, 동서 길이가 630m, 남북 길이 380m로 긴 타원형을 이루고 있다. 섬 주위에는 50m 높이의 주상 절리가 형성되어 있으며, 섬내에 180종의 난대 식물이 자라고 있다. 그 중 파초일엽은 천연기념물 제18호로 제주도 삼도 파초일엽 자생지로 지정되었다. 총면적은 19.54㎢이다. 특히 섶섬은 일출과 일몰 명소이기도 하다.",서귀포잠수함 064-732-6060<br> 서귀포유람선 064-732-1717,,연중무휴,새섬 06:00~10:00<br> ※ 기상상황이나 특별한 날(명절 등) 운영시간 변경가능,있음(잠수함 매표소 앞 주차장 이용),화장실있음
강정천,63563,제주특별자치도 서귀포시 강정동(강정동),33.2566620021,126.474738413,"강정천은 물이 많아 이름이 물 강(江) 물 정(汀)인 서귀포시 최남단 마을 강정마을 동쪽에 위치한 총길이 16km의 용천수 하천이다. 한라산의 천연 암반수가 사계절 내내 흐르고 1 급수 어종인 은어가 서식하고 있다. 또한 천연기념물인 원앙이 무리 지어 목격되기도 한다. 강정교 부근은 수심이 얕아 아이를 동반한 가족들이 물놀이 즐기기에 맞춤하며 가까이 제주 최대 규모의 사찰인 약천사를 비롯해 썰물 때만 건널 수 있는 서건도, 올레 7코스의 범섬까지 5분 거리에 있다. 수려한 자연경관과 맑은 물이 조화를 이루는 곳에서 더위를 날려보는 것도 제주에서 바다와는 또 다른 이색 체험이 될 것이다.",대천동 사무소 064-760-4802,,※ 기상 상황에 따라 출입 제한 가능,,있음(공영주차장),화장실있음
사라봉(모충사) 의병항쟁기념탑,63284,제주특별자치도 제주시 사라봉길 75,33.5161733522,126.5470457247,"제주항 위로 보이는 사라봉에 오르면 제주성내를 한눈에 굽어볼 수 있다. 남으로 한라산, 북으로 끝없이 펼쳐진 푸른빛 제주바다, 어느 방향으로나 조망이 아름다운 이 봉우리 아래에 제주 의병 항쟁 기념탑이 서 있다. 1909년 2월 25일 의병장 고사훈 등 10 명의 구국지사들이 발의하여, 1909년 3월 3일을 기해 관덕정 광장에 집결, 일본 관리를 축출하고 국권을 회복하고자 했으나 비밀이 탄로 나 실패로 끝나버린 제주 의병 운동을 기념하기 위해 세워졌다. 모충사 내에 하늘을 찌를 듯 우뚝 솟은 의병항쟁탑 앞에 서면, 일본 침략에 항거한 제주도민의 주체적 항쟁의지가 가슴에 와닿는다. 아래에 2기의 탑이 더 있는데, 하나는 1919년 7월 독립군 군자금 모금사건으로 체포되어 1920년 4월 대구형무소에서 옥사한 조봉호 순국 지사의 기념비이고, 또 하나는 1700년대 말, 제주도 구휼에 앞장섰던 김만덕 할머니의 추모비이다. 김만덕 할머니 (1739 ∼1812)는 가난한 선비의 딸로 태어나 40대에 이르러 큰 부자가 되었다. 1792년경 제주도에 큰 흉년이 들어 약 18,000명이 굶어 죽었는데 김만덕 할머니는 그때까지 번 돈으로 육지에서 식량을 사 와 사람들에게 나눠주었다. 할머니가 자식도 없이 74세로 죽자 나라에서는 벼슬을 내렸다. 추사 김정희는 그녀의 묘비에 찬양하는 글을 남겼으며, 당시 영의정 채제공은 전기를 기록하였다. 사라봉 공원 내에는 그의 묘비와 만덕관이 있다. 매년 한라문화제 때에는 모충사에서 의녀 김만덕 할머니를 기리는 ‘만덕제’가 거행되며 이때 제주도 일원에서 사회봉사에 공헌한 여성을 선정해 만덕봉사상을 수여하고 있다. 세 개의 탑 주위는 향나무, 소나무, 동백나무, 종려나무 등, 다양한 수종으로 아름답게 꾸며져 있어 사라봉과 함께 제주 시민의 소중한 휴식 공간으로 이용되고 있다.",064-722-0614,,연중무휴,00:00~24:00,주차 가능,화장실있음
금산공원(납읍난대림지대),63035,제주특별자치도 제주시 애월읍 납읍리,33.4338956949,126.3307108375,"제주시 애월읍 납읍리 마을에 인접하여 일만여 평에 이르는 넓은 면적에 속칭 ""금산공원""이라 불리는 곳에 울창한 상록수림이 있다. 이곳이 자연림의 원형을 보존하고 있는 표본지역으로 원식생 연구에 기초적인 자료를 제공하고 있기 때문에 학술자원으로서 가치가 높아 문화재보호법으로 천연기념물로 지정, 보호되고 있는 납읍 난대림지대이다. 이곳은 제주시의 서부 지구에서 평지에 남아있는 유일한 상록수림으로 상록교목 및 60여종의 난대성 식물이 자라고 있으며, 원시적 경관이 그대로 보존되고 있어 수목가지의 절취, 식물 채취 행위 및 야생동물의 포획 등 자연을 손상시키는 행위가 일체 금지되고 있다. 납읍리는 예로부터 반촌(班村)으로 유명하다. 이곳의 난대림지대는 예로부터 이 마을의 문인들이 시를 짓거나 담소를 나누는 휴양지로서 이용되었기 때문에 경작지와 인가가 주위에 있으나 보존이 잘 되었다고 한다. 이곳의 식생은 주로 후박나무, 생달나무, 종가시나무 등이 상층목을 이루고 하층에는 자금우, 마삭줄 등이 전면을 덮고 있으며 송악이 상층목의수관(樹冠)을 감아 올라가고 있다. 나무의 종류는 비교적 단순하나 전형적인 난대림상을 이루고 있다.<br>",제주관광정보센터 064-740-6000,,,,없음,화장실있음
금능석물원,63010,제주특별자치도 제주시 한림읍 한림로 176,33.3854910837,126.2267487402,"똑같이 생긴 하르방만 본 여행객들에게 제주 석물의 진수를 감상할 수 있게 하는 곳이 바로 금능석물원이다. 금능석물원은 40여 년을 돌하르방 제작에 힘쓴 장공익 명장이 33,058m²(10,000평) 부지에 조성한 공원이다. 돌하르방을 비롯해 해녀상, 동자상, 물허벅을 지고 아이를 돌보는 어머니상 등 제주 지역의 전설을 돌로 표현한 작품, 제주의 생활, 민속, 문화를 상징하는 조각품들이 전시되어 있다. 세계 여러 나라의 대통령과 총리, 지도자들이 제주도를 방문했을 때 선물했던 돌하르방 모형도 함께 전시해 놓았다. 금능석물원의 전체적인 분위기를 주도하는 불교적인 색채가 묻어나는 석불들도 볼 수 있다. 금릉석물원 내에는 정녀굴과 조롱굴 2개의 동굴이 있으며 굴 안에는 불공을 드릴 수 있는 암자가 있다.",064-796-2174,,연중무휴,08:30~17:30,있음(소형 50대),"주차가능,화장실있음"
산방산(제주),63528,제주특별자치도 서귀포시 안덕면 산방로 218-10(안덕면),33.2362672397,126.3115002498,"제주도 서남부의 평야지대에 우뚝 서 있어 어디에서도 조망이 가능한 종 모양의 종상화산체다. 용암돔 남측 절벽의 높이 150~300m 사이에는 다양한 모양과 크기의 풍화혈과 애추가 발달되어 있고, 해발 150m쯤에 길이 약 10m, 너비와 높이가 약 5m인 산방굴이라고 하는 해식동굴이 바다를 향해 특색 있는 경관을 이루어 있어 영주십경의 하나이다. 산방산 입구에 왼쪽은 산방사, 오른쪽은 보문사 적멸보궁이라는 두 개의 사찰이 있고, 이 두 사찰 사이의 돌계단 길을 쭉 따라 올라가면 산방굴사가 나온다. 산방산 앞 도로변에는 연대가 세워져 있는데, 연대는 횃불과 연기를 이용하여 정치·군사적으로 급한 소식을 전하던 통신수단을 말한다. 봉수대와는 기능면에서 차이가 없으나 연대는 주로 구릉이나 해변지역에 설치되었고 봉수대는 산 정상에 설치하여 낮에는 연기로 밤에는 횃불을 피워 신호를 보냈다. 조선 세종 19년(1437) 왜구의 침입에 대비하여 쌓은 것으로 추정되는데, 1950년 한국전쟁을 거치면서 없어졌다. 현재는 연대의 주춧돌로 보이는 돌들만이 남아 있다. 산방산은 워낙 산 자체의 높이가 높고 해안에 접해있으므로 해서, 구름이 산머리에 걸려 있거나 휘몰아치는 광경을 종종 목격할 수 있으며, 각 사면 기스락에서는 판이한 기후특성을 보여주기도 한다. 또한, 이러한 기후특성은 화산체상의 식생에 독특한 특징을 부여하고 있기도 하여, 식물학적으로도 중요한 보호지역이다. 산 정상에는 후박나무, 구실잣밤나무, 까마귀쪽나무, 생달나무, 참식나무 등 상록수림이 울창하고, 특히, 암벽에는 암벽 식물인 지네발란, 섬회양목 등 희귀식물이 자생하고 있어 천연기념물로 지정보호되고 있으며, 산방산에서 조사된 관속식물은 79과 186속 201종 33변종 1아종으로서 모두 255종이다. * 표고 395.2m / 비고 345m / 둘레 3,780m / 면적 988,332㎡ / 저경 1,314m<br>",064-794-2940,,연중무휴(날씨상황에 의해 휴무 가능),09:00~18:00,"공영주차장, 민영주차장","주차가능,화장실있음"
곽지해수욕장 (곽지과물해변),63034,제주특별자치도 제주시 애월읍 곽지리 1565,33.4485353054,126.3031045774,"곽지해수욕장은 길이 350m, 너비 70m의 백사장이 있고, 평균수심 1.5m, 경사도 5~8도의 좋은 조건을 갖춘 해수욕장이다. 입지가 좋아 주변에 청소년 수련장이 설치되고 단체 피서객이 많이 찾는 제주 명소이다. 곽지리는 선사시대의 패총이 발견되었을 정도로 유서 깊은 마을이다. 지금의 곽지해수욕장은 옛날에 마을이 들어서 있던 곳이었으나, 어느 날 갑자기 모래에 파묻혔다는 전설이 전해온다. 곽지해수욕장 끝머리에는 과물노천탕이 있다. 과물은 한라산에서 흘러내리기 시작한 물이 땅속으로 스며들어 100리를 내려와 곽오름을 배경으로 바다에서 솟는 달콤한 물이라는 뜻이다. 과물노천탕은 남탕과 여탕으로 나뉘어 있고 해수욕장에서 놀고 난 후 바닷물을 씻어내기에 안성맞춤이다. 여름철 해수욕장 개장기간에만 운영한다.",곽지종합상황실 064-728-3985,,,,가능,화장실있음
